Restaurant_ID,Restaurant.Name,City,Address,Locality,Longitude,Latitude,Cuisines,Average_Cost_for_two,Has_Table_booking,Has_Online_delivery,Is_delivering_now,Aggregate_rating,Votes,top_dishes
18458632,Fit Bites,Noida,"Shop 1, Sharma Market, Arun Vihar, Sector 37, Noida",Sector 37,77.340721,28.566297,Healthy Food,800,Yes,Yes,No,3.7,26,"['Quinoa Bowl', 'Grilled Chicken', 'Chia Pudding', 'Buddha Bowl', 'Smoothie Bowl']"
18391158,Go Krazy,Noida,"Shop 7, Godavari Complex, Sector 37, Noida",Sector 37,77.3403537,28.565437,"Italian, Fast Food",400,No,No,No,3.5,27,"['Panna Cotta', 'Calzone', 'Lasagna', 'Sub Sandwich', 'Poutine']"
18303845,Green Restaurant,Noida,"Shop 2, Sharma Market, Sector 37, Noida",Sector 37,77.3408326,28.5661948,"North Indian, Chinese, Mughlai",400,No,Yes,No,3.6,47,"['Pav Bhaji', 'Gulab Jamun', 'Sesame Chicken', 'Chow Mein', 'Haleem']"
18352262,Hunger Strike,Noida,"Shop 3, Godavari Shopping Complex, Sector 37, Noida",Sector 37,77.3404288,28.5653946,"Fast Food, North Indian",400,No,Yes,No,3.7,92,"['Fish and Chips', 'Fried Chicken', 'Onion Rings', 'Butter Chicken', 'Palak Paneer']"
18427229,The Munchkart Cafe,Noida,"Shop 38, Godavari Shopping Complex, Arun Vihar, Sector 37, Noida",Sector 37,77.34018199,28.56528114,"Fast Food, Chinese",350,No,Yes,No,3.8,34,"['Falafel', 'Chicken Sandwich', 'Burger', 'Kung Pao Chicken', 'Chilli Chicken']"
18345747,Thee Pot,Noida,"Shop 17, Godavari Market, Sector 37, Noida",Sector 37,77.3399353,28.5653929,"Cafe, Fast Food",400,No,Yes,No,3.7,80,"['Macchiato', 'Mocha', 'Breve', 'Chicken Sandwich', 'Burritos']"
18368024,Waffles and Crepes,Noida,"Shop 27, Godavri Market, Sector 37, Noida",Sector 37,77.3400699,28.5655401,"Desserts, Beverages",250,No,No,No,3.9,66,"['Shrikhand', 'Jalebi', 'Peda', 'Espresso', 'Iced Tea']"
18472419,Biryani Vice,Noida,"Shop 2, Godavari Shopping Complex, Sector 37, Noida",Sector 37,0.0,0.0,"North Indian, Biryani",500,No,No,No,0.0,0,"['Chaat', 'Kulfi', 'Kadai Paneer', 'Thalassery Biryani', 'Bombay Biryani']"
18284048,Chinese Chilly Sizzler,Noida,"Near Golf Course Metro Station Gate 1, Sector 36, Near, Sector 37, Noida",Sector 37,77.3457285,28.5699307,Chinese,350,No,No,No,0.0,2,"['Peking Duck', 'Fried Rice', 'Kung Pao Chicken', 'Orange Chicken', 'Sesame Chicken']"
18438321,Moonlight Cafe,Noida,"Near Godavri Complex, Sector 37, Noida",Sector 37,77.34016448,28.56573444,"Continental, Fast Food, Italian",400,No,No,No,0.0,3,"['Hamburger', 'Cassoulet', 'Hot Dog', 'Poutine', 'Lasagna']"
18319512,Sugar Ruffles,Noida,"Sector 36, Near Sector 37, Noida",Sector 37,77.3404737,28.5686715,Bakery,500,No,No,No,0.0,0,"['Tiramisu', 'Donut', 'Muffin', 'Baguette', 'Danish Pastry']"
309278,Bistro 37,Noida,"Shop 11, Godawari Complex, Sector 37, Noida",Sector 37,77.3397409,28.5652948,"Fast Food, Chinese",400,No,No,No,4.3,1005,"['Tacos', 'Ice Cream', 'Onion Rings', 'Manchurian', 'Kung Pao Chicken']"
18419879,Desi Swag,Noida,"Shop 22, Godavari Shopping Complex, Sector 37, Noida",Sector 37,77.340025,28.5653117,"North Indian, Mughlai",500,No,Yes,No,4.3,96,"['Tandoori Chicken', 'Butter Chicken', 'Kulfi', 'Malpua', 'Shahi Tukda']"
9836,Teasta,Noida,"16, Godawari Complex, Sector 37, Noida",Sector 37,77.340025,28.565491,"Fast Food, Beverages",200,No,No,No,4.1,632,"['Fried Chicken', 'Wraps', 'Ice Cream', 'Cocktail', 'Espresso']"
307407,Appu Ghar Express,Noida,"Building 105, Plot A-2, GIP Campus, Sector 38-A, Sector 38, Noida",Sector 38,77.323737,28.5641453,"Fast Food, Chinese",400,No,No,No,2.8,63,"['Hot Dog', 'Poutine', 'Fish and Chips', 'Sweet and Sour Chicken', 'Kung Pao Chicken']"
305317,Barista,Noida,"Botanical Garden Metro Station, Ground Floor, Sector 38, Noida",Sector 38,77.334633,28.5640131,Cafe,650,No,No,No,3.0,26,"['Affogato', 'Mocha', 'Ristretto', 'Doppio', 'Irish Coffee']"
18430593,Burger King,Noida,"Shop  B, Ground Floor, Botanical Garden Metro Station, Sector 38, Noida",Sector 38,77.334633,28.5640131,"Burger, Fast Food",500,No,Yes,No,3.2,13,"['Double Cheeseburger', 'Cheeseburger', 'Patty Melt', 'Chicken Nuggets', 'Wraps']"
18349929,Keventers,Noida,"SH-161,æGardenæGalleria, Sector 38, Noida",Sector 38,77.3221651,28.5643934,Beverages,400,No,No,No,3.1,7,"['Espresso', 'Mocktail', 'Iced Tea', 'Soda', 'Wine']"
18408048,Kenny Rogers Roasters,Noida,"Ground Floor, FB 104, Garden Galleria Mall, Sector 38, Noida",Sector 38,77.3220403,28.5645948,American,1300,Yes,No,No,3.7,53,"['Grilled Cheese', 'Chocolate Chip Cookies', 'Apple Pie', 'Buffalo Wings', 'Cheesecake']"
305222,McDonald's,Noida,"Intersection of Worlds of Wonder and Great India Place Mall, Sector 38, Noida",Sector 38,77.3254169,28.5664384,"Fast Food, Burger",500,No,No,No,3.5,53,"['Burritos', 'Fish and Chips', 'Fried Chicken', 'Hawaiian Burger', 'BBQ Burger']"
18356801,Baskin Robbins,Noida,"Attrium Ground Floor, Garden Galleria Mall, Sector 38, Noida",Sector 38,77.3216286,28.5648303,Ice Cream,300,No,Yes,No,0.0,2,"['Cherry', 'Pistachio', 'Coffee', 'Raspberry Ripple', 'Salted Caramel']"
18432198,Cafe Buddy's,Noida,"Botinical Garden Metro Station, Sector 38, Noida",Sector 38,77.3349102,28.5643808,Fast Food,100,No,No,No,0.0,1,"['Chicken Sandwich', 'Burritos', 'Onion Rings', 'Hot Dog', 'Ice Cream']"
18432025,Fusionn Rolls,Noida,"Global Metro Complex, Botanical Garden Metro Station, Sector 38, Noida",Sector 38,0.0,0.0,Chinese,250,No,No,No,0.0,0,"['Noodles', 'Dim Sum', 'Orange Chicken', 'Crab Rangoon', 'Szechwan Cuisine']"
18265399,Kwality Walls - Happiness Station,Noida,"Third Floor, Food Court, Sector 38, Noida",Sector 38,77.3263626,28.5677206,Ice Cream,300,No,No,No,0.0,0,"['Strawberry', 'Maple Walnut', 'Cookies and Cream', 'Bubble Gum', 'Pistachio']"
18432194,Shakti Food & Restaurant,Noida,"Babu Ram Market, Main Dadri Road, Opposite Great India Place Mall, Sector 38, Noida",Sector 38,77.3281989,28.5693451,North Indian,300,No,No,No,0.0,0,"['Dal Makhani', 'Tandoori Chicken', 'Naan', 'Biryani', 'Samosa']"
8385,Domino's Pizza,Noida,"Ground Floor, Botanical Garden, Metro Station, Sector 38, Noida",Sector 38,77.334211,28.564222,"Pizza, Fast Food",700,No,No,No,2.4,70,"['Artichoke', 'Mushroom', 'Pepperoni', 'Wraps', 'Fried Chicken']"
309799,Mr. Brown,Noida,"Botanical Garden Metro Station, Sector 38, Noida",Sector 38,77.33417619,28.56437507,"Bakery, Desserts, Fast Food",500,No,Yes,No,4.0,183,"['Focaccia', 'Cinnamon Roll', 'Peda', 'Kulfi', 'Soda']"
6800,Chef's Bar-Be-Que,Noida,"C 102 A, 13/14, Near Sector 39, Noida",Sector 39,77.3498054,28.5672202,"North Indian, Mughlai, Chinese",650,No,Yes,No,3.4,69,"['Naan', 'Biryani', 'Kofta', 'Haleem', 'Crab Rangoon']"
18449659,Sen's Sational Xpress Kitchen,Noida,"Shop 2, C Block Market, Sector 39, Noida",Sector 39,0.0,0.0,"North Indian, Mughlai",600,No,Yes,No,3.0,7,"['Pani Puri', 'Kulfi', 'Chole Bhature', 'Galouti Kebab', 'Kofta']"
18438249,Shanghai Dreams,Noida,"C Block Market, Sector 39, Noida",Sector 39,77.34990894,28.56699945,Chinese,400,No,No,No,3.0,4,"['Chow Mein', 'Dumplings', 'Fried Rice', 'Crab Rangoon', 'Peking Duck']"
18489509,InnerChef,Noida,"B-46, Sector 4, Noida",Sector 4,0.0,28.0,"North Indian, South Indian, Italian, Continental, Mediterranean, Lebanese, Desserts",500,No,Yes,No,3.3,10,"['Samosa', 'Lassi', 'Pongal', 'Medu Vada', 'Pizza']"
18155147,Antaryami Paratha Corner,Noida,"A-15, Sector 4, Noida",Sector 4,77.3219012,28.5810716,North Indian,150,No,No,No,0.0,1,"['Pani Puri', 'Kulfi', 'Butter Chicken', 'Palak Paneer', 'Aloo Paratha']"
18388032,F-all (Food for All),Noida,"Sector 40, Noida",Sector 40,77.3568036,28.5651898,"North Indian, Chinese, Fast Food",400,No,No,No,3.4,24,"['Gulab Jamun', 'Chicken Tikka Masala', 'Cantonese Cuisine', 'Sweet and Sour Chicken', 'Fried Chicken']"
18478565,Green Restaurant,Noida,"Sector 40, Noida",Sector 40,0.0,0.0,"Chinese, North Indian",250,No,No,No,0.0,0,"['Hot and Sour Soup', 'Sweet and Sour Chicken', 'Chow Mein', 'Samosa', 'Biryani']"
313410,2 Bros Kitchen,Noida,"Plot 14, C-98, Sector 41, Noida",Sector 41,77.36176707,28.56952163,"North Indian, Chinese, Fast Food",600,No,Yes,No,3.2,364,"['Chole Bhature', 'Kadai Paneer', 'Hot and Sour Soup', 'Chow Mein', 'Burger']"
311974,Baskin Robbins,Noida,"Near Theos/ HP Petrol Pump, Main Dadri Road, Sector 41, Noida",Sector 41,77.3607699,28.561368,Ice Cream,300,No,Yes,No,3.3,12,"['Butter Pecan', 'Raspberry Ripple', 'Cherry', 'Chocolate', 'Coffee']"
5686,Big Bone - The Meat Shop,Noida,"Shop 13, C Block Market, Sector 41, Noida",Sector 41,77.3618278,28.5692496,"Raw Meats, Fast Food",350,No,No,No,3.1,16,"['Steak Tartare', 'Carpaccio', 'Basashi', 'Fish and Chips', 'Chicken Nuggets']"
18396157,Biryani House,Noida,"C block market, sector 41, Noida",Sector 41,77.36170672,28.56920834,"Biryani, North Indian",300,No,Yes,No,3.1,9,"['Bombay Biryani', 'Tehari', 'Lucknowi Biryani', 'Chole Bhature', 'Rogan Josh']"
5681,China Hot,Noida,"C Block Market, Sector 41, Noida",Sector 41,77.3618487,28.5697922,Chinese,400,No,No,No,2.9,22,"['Cantonese Cuisine', 'Dim Sum', 'Spring Rolls', 'Kung Pao Chicken', 'Orange Chicken']"
307424,City Hut,Noida,"Near HP Petrol Pump, Main Dadri Road, Sector 41, Noida",Sector 41,77.3591531,28.5615185,"North Indian, Chinese",700,No,No,No,2.5,27,"['Chole Bhature', 'Naan', 'Pani Puri', 'Mapo Tofu', 'Crab Rangoon']"
8084,Defence Bakery,Noida,"30, C Block Market, Sector 41, Noida",Sector 41,77.361986,28.5689914,"Bakery, Fast Food",150,No,No,No,3.4,117,"['Tiramisu', 'Cookie', 'Brioche', 'Hot Dog', 'Falafel']"
18412870,Dhabha 27,Noida,"Sector 41, Noida",Sector 41,77.3629392,28.5662049,"Mughlai, Chinese",500,No,Yes,No,3.2,5,"['Nihari', 'Mutton Korma', 'Chapli Kebab', 'Crab Rangoon', 'Kung Pao Chicken']"
18412876,Faasos,Noida,"C-11/98, Sector 41, Noida",Sector 41,77.3616483,28.569412,"North Indian, Fast Food",600,No,Yes,No,3.1,10,"['Gulab Jamun', 'Lassi', 'Pav Bhaji', 'Falafel', 'Soda']"
306551,Green Chick Chop,Noida,"C-98/18, Sector 41, Noida",Sector 41,77.3618197,28.5692859,"Raw Meats, North Indian, Fast Food",350,No,No,No,2.7,25,"['Carpaccio', 'Kibbeh', 'Chaat', 'Tandoori Chicken', 'Falafel']"
8095,JSB Evergreen Cool Point,Noida,"25, C Block Market, Sector 41, Noida",Sector 41,77.3620195,28.569218,"North Indian, Chinese, Fast Food, Mithai",450,No,No,No,2.9,56,"['Rogan Josh', 'Pani Puri', 'Paneer Tikka', 'Kung Pao Chicken', 'Crab Rangoon']"
308648,JSB Evergreen Snack & Sweets,Noida,"C Block Market, Sector 41, Noida",Sector 41,77.3619175,28.5693477,"North Indian, Chinese, Fast Food, Street Food",300,No,No,No,3.2,41,"['Chicken Tikka Masala', 'Pani Puri', 'Rajma', 'Kung Pao Chicken', 'Szechwan Cuisine']"
18352184,Keventers,Noida,"Glued Reloaded, Dynamic House, Opposite Petrol Bunk, Dadri Main Road, Sector 41, Noida",Sector 41,77.3609306,28.5614537,Beverages,400,No,No,No,2.9,4,"['Lemonade', 'Irish Coffee', 'Water', 'Smoothie', 'Beer']"
17977758,More Than Cafe,Noida,"Shop 12, C Block Market, Sector 41, Noida",Sector 41,77.3618306,28.569207,"Cafe, Continental, Fast Food",400,No,No,No,3.3,39,"['Americano', 'Macchiato', 'Lamb Shank', 'Cassoulet', 'Poutine']"
18370702,Mutfi,Noida,"Sector 41, Noida",Sector 41,77.3603093,28.5613668,"North Indian, Seafood, Bengali",600,No,Yes,No,3.3,15,"['Dal Makhani', 'Naan', 'Gulab Jamun', 'Mahi Mahi', 'Shrimp']"
18322612,Nawabi Mughlai Zaika,Noida,"Sector 41, Noida",Sector 41,77.360265,28.561485,"North Indian, Mughlai",550,No,Yes,No,3.2,34,"['Tandoori Chicken', 'Chole Bhature', 'Rogan Josh', 'Haleem', 'Murgh Rezala']"
18412866,Ovenstory Pizza,Noida,"Sector 41, Noida",Sector 41,77.366334,28.565118,"Pizza, Fast Food",500,No,Yes,No,3.3,26,"['Hawaiian', 'Four Cheese', 'Capricciosa', 'Wraps', 'Fried Chicken']"
18396425,ProFit Kitchen,Noida,"Opposite Shani Mandir, Sector 41, Noida",Sector 41,77.3592512,28.5614308,Healthy Food,600,No,Yes,No,3.4,21,"['Acai Bowl', 'Kale Salad', 'Cauliflower Rice', 'Egg White Omelette', 'Fruit Salad']"
18287405,Public Cafe,Noida,"Near HP Petrol Pump, Main Dadri Road, Sector 41, Noida",Sector 41,77.35881027,28.56145334,"Fast Food, Beverages",450,No,Yes,No,2.5,13,"['Ice Cream', 'Sub Sandwich', 'Chicken Nuggets', 'Espresso', 'Latte']"
18466390,The Chickmunks Express,Noida,"Sector 41, Noida",Sector 41,77.360571,28.565447,"Fast Food, Italian, North Indian, Chinese",1300,No,Yes,Yes,3.0,6,"['Poutine', 'Fried Chicken', 'Ice Cream', 'Arancini', 'Panini']"
18219556,Time to Tea,Noida,"C-98/27, Jain Road, Sector 41, Noida",Sector 41,77.3620072,28.5689975,"Fast Food, Beverages",350,No,No,No,3.4,66,"['Chicken Nuggets', 'Tacos', 'Burger', 'Lemonade', 'Hot Chocolate']"
311332,Twenty Four Seven,Noida,"RK Service Station, Sector 41, Noida",Sector 41,77.3583449,28.5614837,"Fast Food, North Indian",300,No,No,No,3.0,6,"['Milkshake', 'Gyros', 'Donuts', 'Biryani', 'Gulab Jamun']"
18439546,Virundu,Noida,"H Block, Sector 41, Noida",Sector 41,77.361169,28.5656,South Indian,300,No,Yes,No,2.8,10,"['Pongal', 'Idli', 'Coconut Chutney', 'Puttu', 'Rava Dosa']"
18441667,Be Bhukkad,Noida,"Aghapur, Sector 41, Noida",Sector 41,77.363015,28.563578,"North Indian, Mughlai",700,No,Yes,No,3.6,43,"['Naan', 'Chole Bhature', 'Aloo Paratha', 'Kheema', 'Galouti Kebab']"
18363088,Behrouz Biryani,Noida,"Sector 41, Noida",Sector 41,77.361455,28.569307,Biryani,600,No,Yes,No,3.5,63,"['Dindigul Biryani', 'Bombay Biryani', 'Mutton Biryani', 'Lucknowi Biryani', 'Kacchi Biryani']"
18454463,Bistro 365,Noida,"N.P Plaza, Main Dadri Road, Agghapur, Sector 41, Noida",Sector 41,77.36045983,28.56136235,"Cafe, North Indian, Chinese",500,No,Yes,No,3.7,27,"['Doppio', 'CafÃ© BombÃ³n', 'Dal Makhani', 'Rajma', 'Hot and Sour Soup']"
18450749,Engineers Da Dhaba,Noida,"Shop 2, Street 1, Aghapur, Sector 41, Noida",Sector 41,77.36013662,28.56132431,North Indian,400,No,Yes,No,3.6,38,"['Pav Bhaji', 'Tandoori Chicken', 'Chole Bhature', 'Rogan Josh', 'Samosa']"
18381230,Hungry Minister,Noida,"Shop 6, Gautam Budh Nagar, Sector 41, Noida",Sector 41,77.3522612,28.5615785,"Continental, Mexican, Fast Food, Chinese",400,No,Yes,Yes,3.5,29,"[""Shepherd's Pie"", 'NiÃ§oise Salad', 'Moussaka', 'Tacos', 'Refried Beans']"
18332051,Kake Da Hotel,Noida,"Shop 1-2, Gautam Budh Nagar, Sector 41, Noida",Sector 41,77.3612895,28.5612185,"North Indian, Mughlai",700,No,Yes,No,3.5,63,"['Chicken Tikka Masala', 'Butter Chicken', 'Dal Makhani', 'Murgh Musallam', 'Mutton Korma']"
18339370,Biryani,Noida,"Sector 41, Noida",Sector 41,77.36,28.57,Biryani,500,No,No,No,0.0,1,"['Tahari', 'Kashmiri Biryani', 'Sindhi Biryani', 'Chicken Biryani', 'Lucknowi Biryani']"
18439534,C Cube,Noida,"1st Floor, C Block Market, Sector 41, Noida",Sector 41,77.3618278,28.5692496,"American, Italian, North Indian, Chinese",500,No,No,No,0.0,3,"['Buffalo Wings', 'Apple Pie', 'Pancakes', 'Tiramisu', 'Focaccia']"
18432190,Chicago Pizza,Noida,"Glued Reloaded, Dynamic House, Next to HP Petrol Pump, Sector 41, Noida",Sector 41,77.3609306,28.5614537,Pizza,600,No,No,No,0.0,1,"['Calzone', 'Spinach and Feta', 'Capricciosa', 'Hawaiian', 'BBQ Chicken']"
18412897,Kettle & Kegs,Noida,"Sector 41, Noida",Sector 41,77.361455,28.569307,Tea,200,No,Yes,No,0.0,2,"['Ginger Tea', 'Thai Iced Tea', 'Black Tea', 'White Tea', 'Chamomile Tea']"
18383529,Keventers,Noida,"19, C 19/98, C Block Market, Sector 41, Noida",Sector 41,77.3617807,28.5692053,Beverages,400,No,No,No,0.0,0,"['Mocktail', 'Cappuccino', 'Latte', 'Wine', 'Milkshake']"
18383549,Keventers,Noida,"C 19/98, Block Market, Gautam Buddh Nagar, Sector 41, Noida",Sector 41,77.358773,28.5612563,Beverages,400,No,No,No,0.0,2,"['Milkshake', 'Cocktail', 'Tea', 'Iced Tea', 'Latte']"
18430878,Navab's,Noida,"Near HP Petrol Pump, Main Dadri Road, Sector 41, Noida",Sector 41,0.0,0.0,"North Indian, Chinese",900,No,No,No,0.0,0,"['Dal Makhani', 'Naan', 'Pav Bhaji', 'Chow Mein', 'Dumplings']"
18481312,Nawabi Mughlai Zaika Food Van,Noida,"Sector 41, Noida",Sector 41,0.0,0.0,"North Indian, Mughlai",350,No,No,No,0.0,1,"['Chicken Tikka Masala', 'Kulfi', 'Aloo Paratha', 'Biryani', 'Seekh Kebab']"
18478971,NS Punjabi Swad,Noida,"Opposite Shani Mandir, Aghapur Villlage, Sector 41, Noida",Sector 41,0.0,0.0,"North Indian, Chinese",300,No,No,No,0.0,0,"['Butter Chicken', 'Rajma', 'Aloo Paratha', 'Hot and Sour Soup', 'Dumplings']"
18439535,Pitstop,Noida,"Glued Reloaded, Dynamic House, Opposite Petrol Pump, Dadri Main Road, Sector 41, Noida",Sector 41,77.3609755,28.5615028,"North Indian, Mughlai, Mughlai",600,No,No,No,0.0,2,"['Dal Makhani', 'Tandoori Chicken', 'Nihari', 'Mutton Rogan Josh', 'Sheermal']"
307974,Royal Spice Restaurant,Noida,"Dadri Road, Near HP Petrol Pump, Sector 41, Noida",Sector 41,77.3591363,28.5616434,"North Indian, Chinese",600,No,Yes,No,0.0,3,"['Pani Puri', 'Gulab Jamun', 'Kulfi', 'Dim Sum', 'Mapo Tofu']"
18430884,Sethi's,Noida,"Near HP Petrol Pump, Main Dadri Road, Sector 41, Noida",Sector 41,0.0,0.0,North Indian,800,No,No,No,0.0,0,"['Gulab Jamun', 'Chaat', 'Palak Paneer', 'Paneer Tikka', 'Rajma']"
18460087,Snacks Parties,Noida,"Sector 41, Noida",Sector 41,0.0,0.0,"Fast Food, Street Food",200,No,No,No,0.0,0,"['Gyros', 'Chicken Sandwich', 'Fries', 'Tikki', 'Kimbap']"
1337,Peshawari Delux Restaurant,Noida,"C Block Market, Sector 41, Noida",Sector 41,77.361974,28.5689197,"North Indian, Chinese",700,No,No,No,2.4,52,"['Pani Puri', 'Rogan Josh', 'Gulab Jamun', 'Dumplings', 'Cantonese Cuisine']"
311342,WTF - World's Tastiest Food,Noida,"Sector 41, Noida",Sector 41,77.35858697,28.56337153,"North Indian, Chinese",800,No,Yes,No,2.4,5,"['Pani Puri', 'Dal Makhani', 'Rajma', 'Orange Chicken', 'Sweet and Sour Chicken']"
18438435,Salato Salad Studio,Noida,"Block C Road, Sector 41, Noida",Sector 41,77.362094,28.569279,"Salad, Continental",500,No,Yes,No,4.1,43,"['Broccoli Salad', 'Spinach Salad', 'Bean Salad', 'Beef Wellington', 'Creme Brulee']"
18425976,AB Fast N Food,Noida,"2, Main Market, Opposite Easy Day Supermarket, Sector 44, Noida",Sector 44,77.3374886,28.5546617,Fast Food,200,No,Yes,No,2.7,6,"['Pizza', 'Wraps', 'Donuts', 'Ice Cream', 'Falafel']"
18463984,Cafe 44,Noida,"A15/11, 1st Floor, Sector 44, Noida",Sector 44,0.0,0.0,"Continental, Chinese",500,No,No,No,3.0,4,"['NiÃ§oise Salad', 'Ratatouille', 'Paella', 'Dim Sum', 'Noodles']"
18370372,Cafe Onion Rings,Noida,"Near HP Petrol Pump, Dadri Road, Sector 44, Noida",Sector 44,77.3382907,28.56470841,"North Indian, Chinese, Fast Food",500,No,No,No,2.9,52,"['Rogan Josh', 'Biryani', 'Chow Mein', 'Dumplings', 'Milkshake']"
18433903,Club 44,Noida,"A Block Market, Above Andhra Bank, Sector 44, Noida",Sector 44,77.3321849,28.5580118,North Indian,800,No,No,No,3.2,11,"['Chaat', 'Palak Paneer', 'Paneer Tikka', 'Rogan Josh', 'Tandoori Chicken']"
18391172,Indian Curry House,Noida,"Sector 44, Noida",Sector 44,77.35743094,28.56198634,"North Indian, Chinese",600,No,Yes,No,3.1,9,"['Rogan Josh', 'Chole Bhature', 'Tandoori Chicken', 'Mapo Tofu', 'Chilli Chicken']"
310539,Krunchies,Noida,"Shop 2, Bhanu Market, Opposite Valley Bazar, Sector 44, Noida",Sector 44,77.3373827,28.5543914,Fast Food,200,No,Yes,No,2.5,19,"['Fried Chicken', 'Wraps', 'Fries', 'Falafel', 'Pizza']"
18383527,Platefull,Noida,"A-18, A Block Commercial Market, Sector 44, Noida",Sector 44,77.3323268,28.5579734,"North Indian, Chinese",600,No,Yes,No,3.4,18,"['Butter Chicken', 'Paneer Tikka', 'Kadai Paneer', 'Chilli Chicken', 'Kung Pao Chicken']"
310695,Sanghai Food,Noida,"Pearl Gateway Tower, Near Gulmohar Garden, Sector 44, Noida",Sector 44,77.3361665,28.5599265,Chinese,450,No,No,No,2.9,15,"['Peking Duck', 'Sesame Chicken', 'Sweet and Sour Chicken', 'Spring Rolls', 'Fried Rice']"
308763,Shadev Saini Dhaba,Noida,"Main Dadri Road, Village Chhalera, Sector 44, Noida",Sector 44,77.3400334,28.560602,North Indian,200,No,No,No,3.0,7,"['Aloo Paratha', 'Rogan Josh', 'Rajma', 'Pani Puri', 'Butter Chicken']"
309135,Wasim Biryani Center,Noida,"Near Saba Apartment, Main Dadri Road, Sector 44, Noida",Sector 44,77.3400007,28.5607636,North Indian,400,No,No,No,2.8,8,"['Lassi', 'Rajma', 'Tandoori Chicken', 'Kadai Paneer', 'Pani Puri']"
3740,Hungry - I,Noida,"20, A Block Market, Near Amity School, Sector 44, Noida",Sector 44,77.3323527,28.5579975,"Cafe, Italian, Chinese, Continental",550,No,Yes,No,3.7,431,"['Affogato', 'Irish Coffee', 'Cortado', 'Polenta', 'Osso Buco']"
18400723,Smoking Tikka,Noida,"Plot 109, Sector 44, Noida",Sector 44,77.3385357,28.5545389,"North Indian, Chinese, Fast Food",600,No,Yes,No,3.7,47,"['Pani Puri', 'Chaat', 'Orange Chicken', 'Dumplings', 'Fried Chicken']"
18383486,The Fusion Food Stand,Noida,"Shop 6, A-15, Sector 44, Noida",Sector 44,77.3322975,28.5579718,"Chinese, Thai, Fast Food",650,No,Yes,No,3.8,40,"['Szechwan Cuisine', 'Dumplings', 'Pad Kra Pao', 'Pad Thai', 'Fries']"
18454484,44 Grills,Noida,"Street 3, Sector 44, Noida",Sector 44,77.339363,28.554041,"North Indian, Chinese",500,No,Yes,No,0.0,0,"['Aloo Paratha', 'Lassi', 'Kadai Paneer', 'Mapo Tofu', 'Fried Rice']"
18398614,Ammi's Kitchen,Noida,"Sector 44, Noida",Sector 44,77.3305135,28.5584685,Mughlai,400,No,No,No,0.0,3,"['Pasanda', 'Kheema', 'Seekh Kebab', 'Shahi Paneer', 'Biryani']"
18373560,Bangali Restaurant,Noida,"Shop 4, Opposite Value Bazaar, Sector 44, Noida",Sector 44,77.3374228,28.5541271,"North Indian, Mughlai, Chinese",500,No,No,No,0.0,1,"['Paneer Tikka', 'Palak Paneer', 'Korma', 'Kofta', 'Chilli Chicken']"
18478972,Home Cafe,Noida,"Block A, Sector 46, Near Sector 44, Noida",Sector 44,0.0,0.0,"Bakery, Fast Food",250,No,No,No,0.0,0,"['Ciabatta', 'Cheesecake', 'Cinnamon Roll', 'Chicken Sandwich', 'Gyros']"
18381258,Hot Chilli Food Plaza,Noida,"Gali 3, Village Chhalera, Sector 44, Noida",Sector 44,77.3431656,28.5585244,"North Indian, South Indian",500,No,No,No,0.0,0,"['Palak Paneer', 'Chole Bhature', 'Rajma', 'Medu Vada', 'Kozhikode Biryani']"
18420881,Kanak Kitchen,Noida,"Near Kartik Kunj Apartment, Sector 44, Noida",Sector 44,77.33950197,28.5568248,North Indian,400,No,No,No,0.0,0,"['Rajma', 'Kadai Paneer', 'Lassi', 'Butter Chicken', 'Paneer Tikka']"
18499456,Speziato Foods,Noida,"Shop 6, A Block Market, Sector 44, Noida",Sector 44,0.0,0.0,"North Indian, Mughlai",400,No,No,No,0.0,0,"['Gulab Jamun', 'Pav Bhaji', 'Butter Chicken', 'Nihari', 'Haleem']"
18433905,The Golden Spoon,Noida,"Near SRS Value Bazar, Sector 44, Noida",Sector 44,77.3367172,28.5538698,Chinese,250,No,No,No,0.0,0,"['Dim Sum', 'Mapo Tofu', 'Dumplings', 'Orange Chicken', 'Chilli Chicken']"
18448608,The Saffron Plant Restaurant,Noida,"The Club, Amrapali Sapphire, Sector 45, Near Sector 44, Noida",Sector 44,0.0,0.0,"Chinese, North Indian, Mughlai",700,Yes,No,No,0.0,0,"['Sweet and Sour Chicken', 'Kung Pao Chicken', 'Lassi', 'Palak Paneer', 'Murgh Musallam']"
18387305,Zaika Tiffin Center,Noida,"Gardenia Glory, Sector 46, Near Sector 44, Noida",Sector 44,0.0,0.0,"North Indian, South Indian",100,No,No,No,0.0,1,"['Kadai Paneer', 'Pani Puri', 'Naan', 'Coconut Chutney', 'Appam']"
18317511,#Urban Cafí©,Noida,"LG-06, Amrapali Arcade 1, Amrapali Sapphire, Sector 45, Noida",Sector 45,77.3441526,28.5485744,"North Indian, Chinese, Italian",650,No,Yes,No,3.3,49,"['Samosa', 'Chicken Tikka Masala', 'Sweet and Sour Chicken', 'Peking Duck', 'Minestrone Soup']"
18472676,Baked! Cakes & Desserts,Noida,"Amrapali Sapphire, Sector 45, Noida",Sector 45,0.0,0.0,"Bakery, Desserts",350,No,No,No,3.3,11,"['Cupcake', 'Croissant', 'Danish Pastry', 'Kulfi', 'Rasmalai']"
